model_type,n_layers,units,dropout,recurrent_dropout,activation,kernel_regularizer,bidirectional,optimizer,lr,batch_size,epochs,window_size,patience,fold,rmse,mae
lstm,2,16,0.1,0.1,tanh,0.0001,True,sgd,0.0001,16,100,4,20,4,18.98522188340227,18.9711709904262
lstm,2,16,0.1,0.1,tanh,0.0001,True,sgd,0.0001,16,100,4,20,5,20.065746751122266,18.6630732522147
gru,1,64,0.5,0.0,relu,0.001,False,rmsprop,0.0001,64,50,12,10,1,19.066370613753016,19.04818798192342
gru,1,64,0.5,0.0,relu,0.001,False,rmsprop,0.0001,64,50,12,10,2,16.887446718348478,16.831546901067096
gru,1,64,0.5,0.0,relu,0.001,False,rmsprop,0.0001,64,50,12,10,3,18.44972304507432,18.36041461664836
gru,1,64,0.5,0.0,relu,0.001,False,rmsprop,0.0001,64,50,12,10,4,19.634419911039704,19.631915122222903
gru,1,64,0.5,0.0,relu,0.001,False,rmsprop,0.0001,64,50,12,10,5,20.211212021390747,18.61589896799724
lstm,2,16,0.5,0.1,relu,0.001,False,adam,0.001,16,200,12,5,1,2.949756001498581,2.8318894812266024
lstm,2,16,0.5,0.1,relu,0.001,False,adam,0.001,16,200,12,5,2,3.744569176798422,3.65397780974706
lstm,2,16,0.5,0.1,relu,0.001,False,adam,0.001,16,200,12,5,3,3.1530111959465463,2.9322732213974
lstm,2,16,0.5,0.1,relu,0.001,False,adam,0.001,16,200,12,5,4,8.238567189206657,8.177856792958577
lstm,2,16,0.5,0.1,relu,0.001,False,adam,0.001,16,200,12,5,5,9.658007968048658,6.965734411811828
gru,2,16,0.5,0.0,relu,0.0001,False,sgd,0.0001,16,100,12,20,1,20.859601594885014,20.82522115198771
gru,2,16,0.5,0.0,relu,0.0001,False,sgd,0.0001,16,100,12,20,2,20.43995270778509,20.40211125055949
gru,2,16,0.5,0.0,relu,0.0001,False,sgd,0.0001,16,100,12,20,3,19.603934589069624,19.58841493962606
gru,2,16,0.5,0.0,relu,0.0001,False,sgd,0.0001,16,100,12,20,4,18.76459006009196,18.76177186762492
gru,2,16,0.5,0.0,relu,0.0001,False,sgd,0.0001,16,100,12,20,5,20.312191989841047,18.70753546676636
rnn,1,64,0.3,0.0,relu,0.001,False,adam,0.001,64,50,12,20,1,2.3716709952013684,1.6623182004966768
rnn,1,64,0.3,0.0,relu,0.001,False,adam,0.001,64,50,12,20,2,4.45597701492789,3.384184825132289
rnn,1,64,0.3,0.0,relu,0.001,False,adam,0.001,64,50,12,20,3,9.788452026044771,8.655189784749348
rnn,1,64,0.3,0.0,relu,0.001,False,adam,0.001,64,50,12,20,4,0.8754698925497453,0.7414797836085155
rnn,1,64,0.3,0.0,relu,0.001,False,adam,0.001,64,50,12,20,5,7.5462124148792675,5.320350094381968
rnn,3,64,0.3,0.2,tanh,0.0,False,rmsprop,0.0005,64,100,4,10,1,1.19111279832129,1.002286393063834
rnn,3,64,0.3,0.2,tanh,0.0,False,rmsprop,0.0005,64,100,4,10,2,7.191282276235271,5.946476583937236
rnn,3,64,0.3,0.2,tanh,0.0,False,rmsprop,0.0005,64,100,4,10,3,5.563552219205461,4.493735239470005
rnn,3,64,0.3,0.2,tanh,0.0,False,rmsprop,0.0005,64,100,4,10,4,1.861439602059056,1.41746719305345
rnn,3,64,0.3,0.2,tanh,0.0,False,rmsprop,0.0005,64,100,4,10,5,13.69829362505751,6.146044529530832
rnn,2,32,0.5,0.0,relu,0.001,True,adam,0.0005,16,200,12,5,1,12.762613437407992,12.690239281336464
rnn,2,32,0.5,0.0,relu,0.001,True,adam,0.0005,16,200,12,5,2,3.819660277735934,2.671968281805516
rnn,2,32,0.5,0.0,relu,0.001,True,adam,0.0005,16,200,12,5,3,7.972430345232344,6.566704174695908
rnn,2,32,0.5,0.0,relu,0.001,True,adam,0.0005,16,200,12,5,4,8.292534921227062,8.176710675112407
rnn,2,32,0.5,0.0,relu,0.001,True,adam,0.0005,16,200,12,5,5,14.643268284712798,13.984878163750968
rnn,2,128,0.0,0.0,relu,0.0001,True,sgd,0.0005,16,50,12,20,1,15.71676132533577,15.704646041870117
rnn,2,128,0.0,0.0,relu,0.0001,True,sgd,0.0005,16,50,12,20,2,8.220119582604422,7.561884342034657
rnn,2,128,0.0,0.0,relu,0.0001,True,sgd,0.0005,16,50,12,20,3,15.465244580626742,15.33441793162028
rnn,2,128,0.0,0.0,relu,0.0001,True,sgd,0.0005,16,50,12,20,4,10.786950897051652,10.708639015706382
rnn,2,128,0.0,0.0,relu,0.0001,True,sgd,0.0005,16,50,12,20,5,12.688021023099578,11.508769930617015
rnn,1,64,0.3,0.1,relu,0.001,True,sgd,0.001,64,200,4,10,1,5.014025400154536,4.903992722347804
rnn,1,64,0.3,0.1,relu,0.001,True,sgd,0.001,64,200,4,10,2,10.49018302874111,9.67352526424953
rnn,1,64,0.3,0.1,relu,0.001,True,sgd,0.001,64,200,4,10,3,10.937738901099118,10.146018860353744
rnn,1,64,0.3,0.1,relu,0.001,True,sgd,0.001,64,200,4,10,4,7.382502443962212,7.20241025818416
rnn,1,64,0.3,0.1,relu,0.001,True,sgd,0.001,64,200,4,10,5,10.802267624199567,7.942602958556583
rnn,1,16,0.1,0.1,tanh,0.001,False,rmsprop,0.0005,32,100,12,20,1,8.656247477728582,7.988029733498891
rnn,1,16,0.1,0.1,tanh,0.001,False,rmsprop,0.0005,32,100,12,20,2,16.211015497827535,15.278134344418843
rnn,1,16,0.1,0.1,tanh,0.001,False,rmsprop,0.0005,32,100,12,20,3,7.051847413382708,5.949673101667564
rnn,1,16,0.1,0.1,tanh,0.001,False,rmsprop,0.0005,32,100,12,20,4,5.223610158631461,4.745526790968577
rnn,1,16,0.1,0.1,tanh,0.001,False,rmsprop,0.0005,32,100,12,20,5,10.242000331135763,6.211261369065444
lstm,3,128,0.1,0.2,relu,0.0,False,adam,0.0005,16,50,4,10,1,1.0175229446381755,0.8527526390927171
lstm,3,128,0.1,0.2,relu,0.0,False,adam,0.0005,16,50,4,10,2,2.1463863385022304,1.819098423981666
lstm,3,128,0.1,0.2,relu,0.0,False,adam,0.0005,16,50,4,10,3,1.042134692165958,0.8963220454743929
lstm,3,128,0.1,0.2,relu,0.0,False,adam,0.0005,16,50,4,10,4,0.4342981320271944,0.3543167267750418
lstm,3,128,0.1,0.2,relu,0.0,False,adam,0.0005,16,50,4,10,5,8.315078417509584,4.089414161156383
lstm,2,16,0.5,0.1,tanh,0.001,False,sgd,0.0001,64,200,8,10,1,20.20477079460964,20.201002387413613
lstm,2,16,0.5,0.1,tanh,0.001,False,sgd,0.0001,64,200,8,10,2,21.110039421959577,21.03326937842736
lstm,2,16,0.5,0.1,tanh,0.001,False,sgd,0.0001,64,200,8,10,3,21.01712840526456,20.99473321838379
lstm,2,16,0.5,0.1,tanh,0.001,False,sgd,0.0001,64,200,8,10,4,19.83055367284171,19.82683183664175
lstm,2,16,0.5,0.1,tanh,0.001,False,sgd,0.0001,64,200,8,10,5,19.70127705346376,18.27582090712327
lstm,3,64,0.3,0.2,relu,0.0,False,rmsprop,0.0005,16,100,8,5,1,1.6240730047089045,1.472361045041909
lstm,3,64,0.3,0.2,relu,0.0,False,rmsprop,0.0005,16,100,8,5,2,2.686269552816388,2.492106077629328
lstm,3,64,0.3,0.2,relu,0.0,False,rmsprop,0.0005,16,100,8,5,3,1.4836820102219552,1.1291784806783385
lstm,3,64,0.3,0.2,relu,0.0,False,rmsprop,0.0005,16,100,8,5,4,0.3300778006438564,0.2596288833324721
lstm,3,64,0.3,0.2,relu,0.0,False,rmsprop,0.0005,16,100,8,5,5,8.759918158487757,5.375777376769138
lstm,1,128,0.1,0.0,tanh,0.001,False,adam,0.0005,16,100,8,20,1,2.310068841007399,1.9126530285780243
lstm,1,128,0.1,0.0,tanh,0.001,False,adam,0.0005,16,100,8,20,2,1.553044148816118,1.3533278560198267
lstm,1,128,0.1,0.0,tanh,0.001,False,adam,0.0005,16,100,8,20,3,1.0842923225570456,0.7824857521981003
lstm,1,128,0.1,0.0,tanh,0.001,False,adam,0.0005,16,100,8,20,4,0.4292612177098429,0.3446478451618776
lstm,1,128,0.1,0.0,tanh,0.001,False,adam,0.0005,16,100,8,20,5,8.532250365762883,4.499322339844704
rnn,2,16,0.0,0.0,relu,0.0001,True,adam,0.0005,32,50,8,20,1,3.6539914830269375,2.7936370689428767
rnn,2,16,0.0,0.0,relu,0.0001,True,adam,0.0005,32,50,8,20,2,8.264652348456421,7.224974886622795
rnn,2,16,0.0,0.0,relu,0.0001,True,adam,0.0005,32,50,8,20,3,4.78059599585062,4.310489530651386
rnn,2,16,0.0,0.0,relu,0.0001,True,adam,0.0005,32,50,8,20,4,3.096250880743603,2.825159270954133
rnn,2,16,0.0,0.0,relu,0.0001,True,adam,0.0005,32,50,8,20,5,10.49349154280348,7.851315607628455
gru,1,32,0.0,0.2,tanh,0.0,True,sgd,0.0001,64,200,8,20,1,16.60449706869678,16.59520197883019
gru,1,32,0.0,0.2,tanh,0.0,True,sgd,0.0001,64,200,8,20,2,13.815529080218882,13.646368990149863
gru,1,32,0.0,0.2,tanh,0.0,True,sgd,0.0001,64,200,8,20,3,20.42508836161925,19.21808733790471
gru,1,32,0.0,0.2,tanh,0.0,True,sgd,0.0001,64,200,8,20,4,19.71667316363753,19.593814722149187
gru,1,32,0.0,0.2,tanh,0.0,True,sgd,0.0001,64,200,8,20,5,17.329774995945964,15.9806986137977
rnn,3,32,0.3,0.2,relu,0.0,False,sgd,0.0001,64,50,4,5,1,18.826487190532177,18.81692298954555
rnn,3,32,0.3,0.2,relu,0.0,False,sgd,0.0001,64,50,4,5,2,19.987269988124616,19.77494386160714
rnn,3,32,0.3,0.2,relu,0.0,False,sgd,0.0001,64,50,4,5,3,17.00458100701408,16.83007810559954
rnn,3,32,0.3,0.2,relu,0.0,False,sgd,0.0001,64,50,4,5,4,23.543444300392537,23.520687668282648
rnn,3,32,0.3,0.2,relu,0.0,False,sgd,0.0001,64,50,4,5,5,25.1949556300838,23.40212666691372
lstm,1,16,0.0,0.0,tanh,0.001,True,sgd,0.001,16,200,8,5,1,7.800902357409963,7.794177615239069
lstm,1,16,0.0,0.0,tanh,0.001,True,sgd,0.001,16,200,8,5,2,4.239897696424093,3.0714133855159464
lstm,1,16,0.0,0.0,tanh,0.001,True,sgd,0.001,16,200,8,5,3,0.7888766606622585,0.7106132793300427
lstm,1,16,0.0,0.0,tanh,0.001,True,sgd,0.001,16,200,8,5,4,1.62452466690064,1.552133346293522
lstm,1,16,0.0,0.0,tanh,0.001,True,sgd,0.001,16,200,8,5,5,8.77246909965051,4.4369531526276695
rnn,2,128,0.1,0.2,tanh,0.0001,False,rmsprop,0.0001,16,200,12,20,1,3.72224276731795,3.003468721614281
rnn,2,128,0.1,0.2,tanh,0.0001,False,rmsprop,0.0001,16,200,12,20,2,7.763521933424005,6.832733009703954
rnn,2,128,0.1,0.2,tanh,0.0001,False,rmsprop,0.0001,16,200,12,20,3,4.296420949364984,3.469012768443426
rnn,2,128,0.1,0.2,tanh,0.0001,False,rmsprop,0.0001,16,200,12,20,4,1.623573583936758,1.2487026271269348
rnn,2,128,0.1,0.2,tanh,0.0001,False,rmsprop,0.0001,16,200,12,20,5,10.53501943471127,6.311255638200045
lstm,3,16,0.2,0.1,relu,0.001,False,rmsprop,0.001,16,100,8,5,1,1.1403853165446824,1.0513433779065418
lstm,3,16,0.2,0.1,relu,0.001,False,rmsprop,0.001,16,100,8,5,2,1.1850144717391593,0.8799660757064819
lstm,3,16,0.2,0.1,relu,0.001,False,rmsprop,0.001,16,100,8,5,3,0.8149187029419674,0.7218326257485609
lstm,3,16,0.2,0.1,relu,0.001,False,rmsprop,0.001,16,100,8,5,4,0.2925598374501754,0.2377293678357045
lstm,3,16,0.2,0.1,relu,0.001,False,rmsprop,0.001,16,100,8,5,5,8.686143040464449,4.335238281735204
lstm,2,128,0.2,0.2,relu,0.001,True,sgd,0.0005,16,50,12,10,1,20.221924850598768,20.199875127156574
lstm,2,128,0.2,0.2,relu,0.001,True,sgd,0.0005,16,50,12,10,2,17.844112746278974,17.83645522435506
lstm,2,128,0.2,0.2,relu,0.001,True,sgd,0.0005,16,50,12,10,3,16.397438603925337,16.3698176864624
lstm,2,128,0.2,0.2,relu,0.001,True,sgd,0.0005,16,50,12,10,4,16.27184053452316,16.269445608011882
lstm,2,128,0.2,0.2,relu,0.001,True,sgd,0.0005,16,50,12,10,5,17.975391173553238,16.553465804672243
gru,1,32,0.5,0.1,relu,0.0,False,sgd,0.0001,64,200,12,10,1,19.5911781424588,19.56221208063761
gru,1,32,0.5,0.1,relu,0.0,False,sgd,0.0001,64,200,12,10,2,22.92282112572024,22.80092831293741
gru,1,32,0.5,0.1,relu,0.0,False,sgd,0.0001,64,200,12,10,3,20.3895694668784,20.28512234725952
gru,1,32,0.5,0.1,relu,0.0,False,sgd,0.0001,64,200,12,10,4,21.96672492065226,21.964685628763835
gru,1,32,0.5,0.1,relu,0.0,False,sgd,0.0001,64,200,12,10,5,21.17222545248053,19.874468685404462
gru,3,64,0.5,0.1,tanh,0.001,True,sgd,0.0005,32,50,4,5,1,17.243572746739936,17.240280135672432
gru,3,64,0.5,0.1,tanh,0.001,True,sgd,0.0005,32,50,4,5,2,16.744561107658406,16.7164190486363
gru,3,64,0.5,0.1,tanh,0.001,True,sgd,0.0005,32,50,4,5,3,11.770251159030302,11.74412575552804
gru,3,64,0.5,0.1,tanh,0.001,True,sgd,0.0005,32,50,4,5,4,14.370484931167152,14.36384107687814
gru,3,64,0.5,0.1,tanh,0.001,True,sgd,0.0005,32,50,4,5,5,13.38267371560308,11.887344277191165
gru,1,16,0.0,0.0,tanh,0.0001,False,rmsprop,0.0005,32,200,8,5,1,3.1276654603984704,2.6403348869406256
gru,1,16,0.0,0.0,tanh,0.0001,False,rmsprop,0.0005,32,200,8,5,2,3.3556489954924857,3.1133686768962794
gru,1,16,0.0,0.0,tanh,0.0001,False,rmsprop,0.0005,32,200,8,5,3,1.1093782300809365,0.9705063945213188
gru,1,16,0.0,0.0,tanh,0.0001,False,rmsprop,0.0005,32,200,8,5,4,1.572982063257801,1.480955189912136
gru,1,16,0.0,0.0,tanh,0.0001,False,rmsprop,0.0005,32,200,8,5,5,8.126641072610951,5.224792966132896
gru,3,64,0.2,0.2,relu,0.0,True,sgd,0.001,64,100,12,5,1,13.853649197548393,13.822997183481853
gru,3,64,0.2,0.2,relu,0.0,True,sgd,0.001,64,100,12,5,2,12.875636118971409,12.850191313425702
gru,3,64,0.2,0.2,relu,0.0,True,sgd,0.001,64,100,12,5,3,13.690825027269089,13.66800947227478
gru,3,64,0.2,0.2,relu,0.0,True,sgd,0.001,64,100,12,5,4,15.183828665208916,15.181072423807782
gru,3,64,0.2,0.2,relu,0.0,True,sgd,0.001,64,100,12,5,5,16.068065168801432,14.751849215443931
lstm,2,128,0.2,0.1,tanh,0.0,False,rmsprop,0.0005,16,200,12,20,1,0.6093005761055711,0.4930615537966293
lstm,2,128,0.2,0.1,tanh,0.0,False,rmsprop,0.0005,16,200,12,20,2,1.2510431923835512,0.9816668907066192
lstm,2,128,0.2,0.1,tanh,0.0,False,rmsprop,0.0005,16,200,12,20,3,0.5993671712957076,0.5284614341338477
lstm,2,128,0.2,0.1,tanh,0.0,False,rmsprop,0.0005,16,200,12,20,4,0.3140487057717473,0.2818490538120265
lstm,2,128,0.2,0.1,tanh,0.0,False,rmsprop,0.0005,16,200,12,20,5,8.949359157363906,4.558587375100452
rnn,3,64,0.2,0.2,tanh,0.0001,True,rmsprop,0.0005,64,200,12,10,1,15.247386153725198,11.561734109242757
rnn,3,64,0.2,0.2,tanh,0.0001,True,rmsprop,0.0005,64,200,12,10,2,8.920234363692197,7.026605821212133
rnn,3,64,0.2,0.2,tanh,0.0001,True,rmsprop,0.0005,64,200,12,10,3,7.743828111519856,5.831893411048253
rnn,3,64,0.2,0.2,tanh,0.0001,True,rmsprop,0.0005,64,200,12,10,4,10.68720542114994,8.549089925344786
rnn,3,64,0.2,0.2,tanh,0.0001,True,rmsprop,0.0005,64,200,12,10,5,12.534255712299627,7.104013682472705
lstm,3,128,0.2,0.0,tanh,0.0,False,sgd,0.001,16,200,4,20,1,10.477929186989403,10.47312653198242
lstm,3,128,0.2,0.0,tanh,0.0,False,sgd,0.001,16,200,4,20,2,3.95333863057168,3.8570301692690174
lstm,3,128,0.2,0.0,tanh,0.0,False,sgd,0.001,16,200,4,20,3,1.1077458064824992,0.8796633167403085
lstm,3,128,0.2,0.0,tanh,0.0,False,sgd,0.001,16,200,4,20,4,1.387650302337477,1.3577350237982615
lstm,3,128,0.2,0.0,tanh,0.0,False,sgd,0.001,16,200,4,20,5,8.358685005223819,4.087571179255524
rnn,2,16,0.5,0.2,relu,0.0001,False,rmsprop,0.001,16,100,8,5,1,12.302889912370553,12.285407259427584
rnn,2,16,0.5,0.2,relu,0.0001,False,rmsprop,0.001,16,100,8,5,2,4.098048364109276,3.8738646421285776
rnn,2,16,0.5,0.2,relu,0.0001,False,rmsprop,0.001,16,100,8,5,3,13.276580268628951,12.815768383436934
rnn,2,16,0.5,0.2,relu,0.0001,False,rmsprop,0.001,16,100,8,5,4,12.292526849461291,11.25992952469312
rnn,2,16,0.5,0.2,relu,0.0001,False,rmsprop,0.001,16,100,8,5,5,8.8391126099597,6.0383058549514175
lstm,2,16,0.2,0.1,tanh,0.001,False,rmsprop,0.0001,64,50,4,20,1,20.28337786990421,20.28021197793143
lstm,2,16,0.2,0.1,tanh,0.001,False,rmsprop,0.0001,64,50,4,20,2,19.83266171548736,19.81107463051932
lstm,2,16,0.2,0.1,tanh,0.001,False,rmsprop,0.0001,64,50,4,20,3,18.6107161611799,18.58414702519008
lstm,2,16,0.2,0.1,tanh,0.001,False,rmsprop,0.0001,64,50,4,20,4,20.4061045716384,20.398369809177947
lstm,2,16,0.2,0.1,tanh,0.001,False,rmsprop,0.0001,64,50,4,20,5,21.713952217403417,20.16729721200125
gru,2,32,0.5,0.1,tanh,0.001,True,sgd,0.0005,16,100,8,20,1,13.07184558085562,13.064547805199254
gru,2,32,0.5,0.1,tanh,0.001,True,sgd,0.0005,16,100,8,20,2,6.339522721383465,5.995225897774329
gru,2,32,0.5,0.1,tanh,0.001,True,sgd,0.0005,16,100,8,20,3,6.506984026099486,5.731448865274283
gru,2,32,0.5,0.1,tanh,0.001,True,sgd,0.0005,16,100,8,20,4,4.512257964212733,4.4574404686561016
gru,2,32,0.5,0.1,tanh,0.001,True,sgd,0.0005,16,100,8,20,5,8.545562543210707,5.10142650879438
gru,2,128,0.3,0.1,tanh,0.0,False,sgd,0.0005,64,200,8,20,1,8.648123157793366,8.642642471020038
gru,2,128,0.3,0.1,tanh,0.0,False,sgd,0.0005,64,200,8,20,2,7.578924861267205,7.494748602118857
gru,2,128,0.3,0.1,tanh,0.0,False,sgd,0.0005,64,200,8,20,3,7.443699279748977,7.245544428429237
gru,2,128,0.3,0.1,tanh,0.0,False,sgd,0.0005,64,200,8,20,4,8.757838206490565,8.749107636613113
gru,2,128,0.3,0.1,tanh,0.0,False,sgd,0.0005,64,200,8,20,5,8.915703492665115,5.799989864613459
rnn,2,64,0.0,0.2,tanh,0.0,True,adam,0.0001,64,200,4,20,1,2.438200398500576,2.103234084880245
rnn,2,64,0.0,0.2,tanh,0.0,True,adam,0.0001,64,200,4,20,2,7.996326070833715,6.611503297873904
rnn,2,64,0.0,0.2,tanh,0.0,True,adam,0.0001,64,200,4,20,3,7.545596735865131,5.802822271864756
rnn,2,64,0.0,0.2,tanh,0.0,True,adam,0.0001,64,200,4,20,4,4.5619988467345545,4.18420916712284
rnn,2,64,0.0,0.2,tanh,0.0,True,adam,0.0001,64,200,4,20,5,10.677120955462954,8.990925019591195
lstm,3,128,0.3,0.0,tanh,0.0,False,adam,0.0001,16,200,12,5,1,2.33133924554121,2.084507117193564
lstm,3,128,0.3,0.0,tanh,0.0,False,adam,0.0001,16,200,12,5,2,3.9546476827844654,3.607814823428791
lstm,3,128,0.3,0.0,tanh,0.0,False,adam,0.0001,16,200,12,5,3,0.9007054358847869,0.8081634126275783
lstm,3,128,0.3,0.0,tanh,0.0,False,adam,0.0001,16,200,12,5,4,4.714362460782748,4.1821204253315925
lstm,3,128,0.3,0.0,tanh,0.0,False,adam,0.0001,16,200,12,5,5,10.576396826385414,8.279040059661865
gru,3,32,0.5,0.1,relu,0.001,True,adam,0.0001,32,100,12,10,1,14.175812702790596,14.152893951416011
gru,3,32,0.5,0.1,relu,0.001,True,adam,0.0001,32,100,12,10,2,11.508928244404046,11.435006974538169
gru,3,32,0.5,0.1,relu,0.001,True,adam,0.0001,32,100,12,10,3,2.9881873589308245,2.4327918016751604
gru,3,32,0.5,0.1,relu,0.001,True,adam,0.0001,32,100,12,10,4,5.664751890264746,5.554096529833476
gru,3,32,0.5,0.1,relu,0.001,True,adam,0.0001,32,100,12,10,5,9.78251438658376,7.448308805163701
gru,1,128,0.2,0.1,tanh,0.0001,True,rmsprop,0.0001,16,200,12,5,1,3.854192983054527,3.703281557440757
gru,1,128,0.2,0.1,tanh,0.0001,True,rmsprop,0.0001,16,200,12,5,2,1.6303960884582338,1.3698611018101372
gru,1,128,0.2,0.1,tanh,0.0001,True,rmsprop,0.0001,16,200,12,5,3,2.6442071915495258,2.349200849994024
gru,1,128,0.2,0.1,tanh,0.0001,True,rmsprop,0.0001,16,200,12,5,4,1.7998579657984308,1.6726070081233972
gru,1,128,0.2,0.1,tanh,0.0001,True,rmsprop,0.0001,16,200,12,5,5,8.839632966541727,5.7362195091883335
gru,3,32,0.5,0.2,tanh,0.0,True,rmsprop,0.0005,64,200,8,20,1,0.4705073539340677,0.3970028192098321
gru,3,32,0.5,0.2,tanh,0.0,True,rmsprop,0.0005,64,200,8,20,2,5.18749370648725,4.160837664336425
gru,3,32,0.5,0.2,tanh,0.0,True,rmsprop,0.0005,64,200,8,20,3,1.0445196493901432,0.9371910654984988
gru,3,32,0.5,0.2,tanh,0.0,True,rmsprop,0.0005,64,200,8,20,4,0.6202064260683802,0.5508179765224459
gru,3,32,0.5,0.2,tanh,0.0,True,rmsprop,0.0005,64,200,8,20,5,8.531133595908313,5.265046789899238
lstm,1,64,0.5,0.2,relu,0.001,True,adam,0.0001,16,100,12,5,1,13.505699934297644,13.49454539108276
lstm,1,64,0.5,0.2,relu,0.001,True,adam,0.0001,16,100,12,5,2,1.844669554004675,1.5987184294303265
lstm,1,64,0.5,0.2,relu,0.001,True,adam,0.0001,16,100,12,5,3,0.9758714181535644,0.8604676507689063
lstm,1,64,0.5,0.2,relu,0.001,True,adam,0.0001,16,100,12,5,4,4.1268037244918085,4.01851654047966
lstm,1,64,0.5,0.2,relu,0.001,True,adam,0.0001,16,100,12,5,5,9.0760351590279,6.118100001947084
rnn,2,128,0.0,0.1,relu,0.0001,True,sgd,0.0001,32,50,8,10,1,1.5550980529044909,1.5192821025848389
rnn,2,128,0.0,0.1,relu,0.0001,True,sgd,0.0001,32,50,8,10,2,3.020323892365672,2.918398380279541
rnn,2,128,0.0,0.1,relu,0.0001,True,sgd,0.0001,32,50,8,10,3,2.314372979559082,1.7092195749282837
rnn,2,128,0.0,0.1,relu,0.0001,True,sgd,0.0001,32,50,8,10,4,1.609764866688732,1.5818514823913574
rnn,2,128,0.0,0.1,relu,0.0001,True,sgd,0.0001,32,50,8,10,5,8.963589662419318,4.480061531066895
gru,1,16,0.5,0.1,tanh,0.0,False,rmsprop,0.0005,16,50,4,20,1,17.46624989097277,17.460908889770508
gru,1,16,0.5,0.1,tanh,0.0,False,rmsprop,0.0005,16,50,4,20,2,10.48238566552112,10.194669723510742
gru,1,16,0.5,0.1,tanh,0.0,False,rmsprop,0.0005,16,50,4,20,3,2.79903784296935,2.5565078258514404
gru,1,16,0.5,0.1,tanh,0.0,False,rmsprop,0.0005,16,50,4,20,4,4.532017294275832,4.503000259399414
gru,1,16,0.5,0.1,tanh,0.0,False,rmsprop,0.0005,16,50,4,20,5,8.76287156649122,5.368960857391357
gru,1,32,0.2,0.1,relu,0.0001,True,adam,0.0005,32,200,8,20,1,1.3760216991853829,1.257258653640747
gru,1,32,0.2,0.1,relu,0.0001,True,adam,0.0005,32,200,8,20,2,2.469867501662598,2.3801002502441406
gru,1,32,0.2,0.1,relu,0.0001,True,adam,0.0005,32,200,8,20,3,1.6660933303152752,1.3475265502929688
gru,1,32,0.2,0.1,relu,0.0001,True,adam,0.0005,32,200,8,20,4,1.5462051636741507,1.51234233379364
gru,1,32,0.2,0.1,relu,0.0001,True,adam,0.0005,32,200,8,20,5,8.812542421495857,4.505256652832031
rnn,1,16,0.3,0.0,tanh,0.001,False,adam,0.0005,16,50,4,10,1,0.6285758483370608,0.5469560623168945
rnn,1,16,0.3,0.0,tanh,0.001,False,adam,0.0005,16,50,4,10,2,3.327406111610001,2.990539789199829
rnn,1,16,0.3,0.0,tanh,0.001,False,adam,0.0005,16,50,4,10,3,2.305657547937906,1.8719900846481323
rnn,1,16,0.3,0.0,tanh,0.001,False,adam,0.0005,16,50,4,10,4,2.1205063598436698,2.07855486869812
rnn,1,16,0.3,0.0,tanh,0.001,False,adam,0.0005,16,50,4,10,5,7.924177147538801,5.027946472167969
gru,1,32,0.1,0.2,relu,0.0,True,sgd,0.0005,32,200,12,10,1,1.3644914037979547,1.1124584674835205
gru,1,32,0.1,0.2,relu,0.0,True,sgd,0.0005,32,200,12,10,2,4.231947762727593,3.8499698638916016
gru,1,32,0.1,0.2,relu,0.0,True,sgd,0.0005,32,200,12,10,3,2.107331932488981,1.8438515663146973
gru,1,32,0.1,0.2,relu,0.0,True,sgd,0.0005,32,200,12,10,4,2.427965246809677,2.3897030353546143
gru,1,32,0.1,0.2,relu,0.0,True,sgd,0.0005,32,200,12,10,5,8.721724682957637,5.088210582733154
rnn,3,16,0.3,0.0,tanh,0.0,True,sgd,0.001,16,50,4,5,1,1.0328519689546802,0.9806890487670898
rnn,3,16,0.3,0.0,tanh,0.0,True,sgd,0.001,16,50,4,5,2,1.575258049185608,1.288933038711548
rnn,3,16,0.3,0.0,tanh,0.0,True,sgd,0.001,16,50,4,5,3,3.728955154529836,3.4966864585876465
rnn,3,16,0.3,0.0,tanh,0.0,True,sgd,0.001,16,50,4,5,4,2.738154736261392,2.7017593383789062
rnn,3,16,0.3,0.0,tanh,0.0,True,sgd,0.001,16,50,4,5,5,10.037746144242242,6.011542320251465
gru,2,128,0.1,0.1,relu,0.0,False,rmsprop,0.001,32,100,12,5,1,5.003649142923932,4.969480037689209
gru,2,128,0.1,0.1,relu,0.0,False,rmsprop,0.001,32,100,12,5,2,12.629145479871465,12.530258178710938
gru,2,128,0.1,0.1,relu,0.0,False,rmsprop,0.001,32,100,12,5,3,5.44077334040171,5.390047073364258
gru,2,128,0.1,0.1,relu,0.0,False,rmsprop,0.001,32,100,12,5,4,4.797054523500898,4.7851996421813965
gru,2,128,0.1,0.1,relu,0.0,False,rmsprop,0.001,32,100,12,5,5,9.113117999770132,6.357471942901611
lstm,3,64,0.0,0.0,relu,0.0,True,sgd,0.0001,64,100,12,20,1,9.24813906534039,9.194100379943848
lstm,3,64,0.0,0.0,relu,0.0,True,sgd,0.0001,64,100,12,20,2,10.759483235369045,10.720718383789062
lstm,3,64,0.0,0.0,relu,0.0,True,sgd,0.0001,64,100,12,20,3,8.688500655471962,8.6124906539917
lstm,3,64,0.0,0.0,relu,0.0,True,sgd,0.0001,64,100,12,20,4,18.090610897278143,18.088403701782227
lstm,3,64,0.0,0.0,relu,0.0,True,sgd,0.0001,64,100,12,20,5,11.391061028820127,9.65733242034912
rnn,3,16,0.3,0.2,relu,0.0,True,sgd,0.0001,16,200,8,5,1,7.285000207779253,7.258050918579102
